<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20221005,000000,117.425,122.367,108.673,109.408,2684045.253084491,0
CDR,D,20221006,000000,112.107,112.126,107.76,110.678,833793.0225542774,0
CDR,D,20221007,000000,110.142,115.322,108.177,115.322,792536.0665765231,0
CDR,D,20221010,000000,114.012,115.242,112.126,113.793,741795.79544535,0
CDR,D,20221011,000000,113.615,119.866,111.511,119.866,984140.3521146189,0
CDR,D,20221012,000000,119.866,119.866,113.119,113.912,682814.8157053025,0
CDR,D,20221013,000000,113.119,115.996,110.42,111.194,656250.4475725744,0
CDR,D,20221014,000000,114.111,116.314,112.146,112.881,502090.6439181432,0
CDR,D,20221017,000000,113.615,117.068,112.484,117.048,384443.1152911689,0
CDR,D,20221018,000000,118.278,124.907,117.425,120.283,957999.2562841688,0
CDR,D,20221019,000000,121.712,122.386,117.802,117.802,642299.5940477307,0
CDR,D,20221020,000000,119.072,119.549,116.036,118.001,686171.7681788454,0
CDR,D,20221021,000000,117.068,121.355,116.294,117.683,491638.84142546426,0
CDR,D,20221024,000000,119.072,123.895,118.576,120.065,643883.8418076854,0
CDR,D,20221025,000000,119.568,120.144,116.631,117.346,654440.454584738,0
CDR,D,20221026,000000,117.346,122.446,116.393,121.513,629054.194360017,0
CDR,D,20221027,000000,121.513,121.513,117.584,119.172,415824.725340299,0
CDR,D,20221028,000000,118.576,123.736,117.624,123.041,608136.4802979166,0
CDR,D,20221031,000000,123.041,127.606,121.751,126.117,446777.01633997576,0
CDR,D,20221102,000000,126.514,135.445,125.205,135.167,925598.7693359838,0
CDR,D,20221103,000000,131.972,134.433,129.293,133.202,509765.98166611756,0
CDR,D,20221104,000000,133.956,138.918,132.885,138.104,364420.31981102773,0
CDR,D,20221107,000000,138.898,141.319,131.992,135.226,437865.118794632,0
CDR,D,20221108,000000,134.949,136.08,130.92,135.028,434887.09581074753,0
CDR,D,20221109,000000,134.651,136,132.508,135.266,195645.5282336547,0
CDR,D,20221110,000000,134.849,141.894,133.877,139.711,397022.36499839276,0
CDR,D,20221114,000000,139.91,147.828,139.91,144.435,721377.945816416,0
CDR,D,20221115,000000,147.848,148.443,142.45,146.36,432958.1834617949,0
CDR,D,20221116,000000,144.375,149.059,143.879,144.058,511222.23994419305,0
CDR,D,20221117,000000,145.923,147.729,142.093,145.705,289459.8028687898,0
CDR,D,20221118,000000,146.201,152.313,143.78,143.879,425500.5286121349,0
CDR,D,20221121,000000,143.581,144.772,133.996,138.203,493588.91738953075,0
CDR,D,20221122,000000,138.918,142.728,136.08,136.874,380026.9742707351,0
CDR,D,20221123,000000,137.727,140.882,136.119,137.528,238495.80209212683,0
CDR,D,20221124,000000,138.918,142.272,138.918,140.287,252521.23216546714,0
CDR,D,20221125,000000,139.91,143.482,138.918,138.918,379456.56445385574,0
CDR,D,20221128,000000,138.918,139.87,136.278,137.449,366446.98790598265,0
CDR,D,20221129,000000,140.922,141.517,127.487,130.464,1290152.1175848704,0
CDR,D,20221130,000000,130.464,133.282,127.725,129.967,761472.9185452975,0
CDR,D,20221201,000000,131.972,133.46,122.446,122.625,998710.9972249412,0
CDR,D,20221202,000000,123.041,128.499,120.303,126.336,606656.0350311395,0
CDR,D,20221205,000000,127.685,131.813,126.514,126.812,465298.20293822594,0
CDR,D,20221206,000000,127.01,130.483,124.708,129.749,392653.59016416623,0
CDR,D,20221207,000000,129.749,129.749,127.09,127.507,291596.32020409784,0
CDR,D,20221208,000000,128.003,128.797,124.133,125.502,269853.22515255533,0
CDR,D,20221209,000000,126.514,131.178,125.522,130.364,267171.4927802654,0
CDR,D,20221212,000000,130.98,135.643,128.995,133.48,252349.90766216413,0
CDR,D,20221213,000000,134.433,138.719,132.766,135.961,312400.15386106155,0
CDR,D,20221214,000000,136.04,141.894,135.326,141.498,410677.93570283777,0
CDR,D,20221215,000000,139.91,139.91,128.896,128.896,921707.6875286138,0
CDR,D,20221216,000000,128.3,133.659,125.681,131.615,893890.6349393821,0
CDR,D,20221219,000000,131.972,132.547,127.209,127.745,288642.4842089149,0
CDR,D,20221220,000000,126.217,128.519,125.681,127.01,201112.79547141222,0
CDR,D,20221221,000000,127.01,129.729,126.832,129.094,215973.6844461536,0
CDR,D,20221222,000000,128.995,129.63,125.84,126.117,193293.34358242413,0
CDR,D,20221223,000000,126.217,129.491,124.847,128.3,189774.13672634133,0
CDR,D,20221227,000000,128.995,128.995,125.859,126.058,146490.5126536322,0
CDR,D,20221228,000000,126.018,127.963,124.55,124.708,243269.7089871051,0
CDR,D,20221229,000000,125.026,128.3,125.026,127.864,157815.06232196052,0
CDR,D,20221230,000000,127.01,129.372,127.01,128.638,157278.91740574173,0
CDR,D,20230102,000000,128.003,130.722,127.665,128.34,155362.0985511399,0
CDR,D,20230103,000000,128.995,131.059,127.209,128.003,445883.1055492124,0
CDR,D,20230104,000000,129.59,129.59,125.72,126.514,451966.1332076648,0
CDR,D,20230105,000000,126.217,133.083,126.117,131.535,557685.4452399666,0
CDR,D,20230109,000000,131.575,134.949,130.285,132.706,509955.4464109468,0
CDR,D,20230110,000000,131.238,137.568,130.483,137.092,343301.0475097473,0
CDR,D,20230111,000000,137.27,138.302,133.262,134.71,463839.9290777586,0
CDR,D,20230112,000000,134.651,134.75,127.665,128.935,852143.8924404205,0
CDR,D,20230113,000000,129.193,133.163,129.074,131.118,291778.7304105557,0
CDR,D,20230116,000000,131.972,132.369,127.824,127.824,282684.4226587541,0
CDR,D,20230117,000000,128.003,130.146,126.217,128.4,248339.90649367802,0
CDR,D,20230118,000000,128.221,133.758,128.221,132.25,329665.6326292203,0
CDR,D,20230119,000000,130.166,133.46,129.114,131.476,301331.5831564918,0
CDR,D,20230120,000000,131.873,133.559,130.583,131.495,193236.90727545373,0
CDR,D,20230123,000000,131.515,134.929,131.515,134.651,260904.03933296332,0
CDR,D,20230124,000000,134.651,136.239,131.873,132.885,227619.71950597403,0
CDR,D,20230125,000000,131.972,132.349,129.987,130.503,132606.1733477179,0
CDR,D,20230126,000000,132.329,134.552,131.515,133.619,143537.68444964522,0
CDR,D,20230127,000000,133.956,135.365,132.369,132.865,124880.44603994851,0
CDR,D,20230130,000000,132.468,132.964,130.186,131.773,324354.57302682736,0
CDR,D,20230131,000000,133.202,139.235,131.972,138.243,679720.8967338895,0
CDR,D,20230201,000000,138.422,140.743,136.119,137.211,355946.8114359005,0
CDR,D,20230202,000000,140.406,147.015,139.057,144.653,579173.5691189464,0
CDR,D,20230203,000000,145.844,147.392,143.442,145.665,475602.86791630345,0
CDR,D,20230206,000000,144.474,144.812,140.227,141.458,265585.2294379188,0
CDR,D,20230207,000000,140.882,140.882,134.968,140.188,326742.0303699144,0
CDR,D,20230208,000000,141.458,144.276,140.426,140.605,186546.18152587363,0
CDR,D,20230209,000000,141.894,142.549,140.009,140.386,144826.6493892013,0
CDR,D,20230210,000000,139.592,140.009,135.127,137.568,802136.2855086665,0
CDR,D,20230213,000000,138.521,139.295,135.941,137.826,337006.38370015594,0
CDR,D,20230214,000000,139.414,141.894,132.766,133.202,288404.64548668254,0
CDR,D,20230215,000000,132.666,137.429,132.269,137.33,127862.50018861661,0
CDR,D,20230216,000000,138.084,139.553,135.742,138.441,146280.892084885,0
CDR,D,20230217,000000,137.925,138.263,134.77,134.77,203522.42422080913,0
CDR,D,20230220,000000,135.187,136.675,134.056,135.286,92342.8994891211,0
CDR,D,20230221,000000,134.949,134.949,130.206,130.206,355262.52121388447,0
CDR,D,20230222,000000,130.186,131.535,128.161,130.92,189147.29060249153,0
CDR,D,20230223,000000,131.039,134.81,131.039,133.46,181948.63809017782,0
CDR,D,20230224,000000,133.103,133.103,128.459,128.519,171878.788460745,0
CDR,D,20230227,000000,128.995,132.011,128.38,131.099,134432.29099468872,0
CDR,D,20230228,000000,131.099,132.805,129.69,131.376,209198.30423611793,0
CDR,D,20230301,000000,132.825,134.552,130.88,131.238,205524.9053270624,0
CDR,D,20230302,000000,130.98,131.277,128.419,129.789,203512.34630885013,0
CDR,D,20230303,000000,130.98,132.508,128.697,129.65,236995.20100143173,0
CDR,D,20230306,000000,130.98,131.476,129.193,131.178,178783.1659438559,0
CDR,D,20230307,000000,131.476,133.758,130.384,132.428,170464.8574128973,0
CDR,D,20230308,000000,133.639,133.639,130.444,131.238,176043.9894733997,0
CDR,D,20230309,000000,130.98,132.746,130.444,131.158,135171.0019412834,0
CDR,D,20230310,000000,129.888,130.186,126.633,127.705,189181.5555031521,0
CDR,D,20230313,000000,127.725,129.035,119.866,126.098,415618.12814513955,0
CDR,D,20230314,000000,126.058,131.376,126.018,128.995,415652.39304580016,0
CDR,D,20230315,000000,128.995,131.535,127.824,128.36,259206.91895906773,0
CDR,D,20230316,000000,130.483,134.353,128.995,134.353,368712.5025143658,0
CDR,D,20230317,000000,134.155,135.246,129.273,129.987,534482.0607455651,0
CDR,D,20230320,000000,128.995,131.257,127.824,129.709,193722.66263187752,0
CDR,D,20230321,000000,124.53,126.713,114.012,115.56,1293727.7607479235,0
CDR,D,20230322,000000,114.548,115.5,111.452,111.908,799835.4982084269,0
CDR,D,20230323,000000,111.352,112.325,108.376,109.15,892534.1479897007,0
CDR,D,20230324,000000,109.15,112.325,108.673,109.745,640808.0630777987,0
CDR,D,20230327,000000,110.638,113.476,109.666,113.178,358257.6766480992,0
CDR,D,20230328,000000,113.873,113.893,108.058,108.157,597867.0880116955,0
CDR,D,20230329,000000,109.15,109.983,104.704,109.328,474075.05646331905,0
CDR,D,20230330,000000,109.368,113.813,108.892,112.404,757636.2574625062,0
CDR,D,20230331,000000,119.072,123.438,110.36,110.36,1587818.364161874,0
CDR,D,20230403,000000,110.082,110.142,105.617,107.225,608318.8905043745,0
CDR,D,20230404,000000,108.753,109.249,107.106,107.602,294403.01868467935,0
CDR,D,20230405,000000,108.257,108.257,106.173,107.006,203928.56407275682,0
CDR,D,20230406,000000,106.967,107.82,105.181,105.379,248670.46200593322,0
CDR,D,20230411,000000,106.47,107.046,103.117,104.823,447522.78182494175,0
CDR,D,20230412,000000,104.784,109.427,104.486,107.999,403523.62600314367,0
CDR,D,20230413,000000,107.999,109.328,107.661,109.15,287842.2979993703,0
CDR,D,20230414,000000,110.043,111.948,109.547,109.884,283801.0553038113,0
CDR,D,20230417,000000,110.936,112.325,109.289,110.082,333241.2757922735,0
CDR,D,20230418,000000,110.896,111.075,108.673,108.852,348060.845327983,0
CDR,D,20230419,000000,108.534,109.15,107.006,108.356,234486.80871483663,0
CDR,D,20230420,000000,108.802,109.745,107.661,108.802,221860.19282140554,0
CDR,D,20230421,000000,108.157,111.035,107.612,109.943,218193.84845072133,0
CDR,D,20230424,000000,110.539,110.886,108.753,109.447,144784.32215897352,0
CDR,D,20230425,000000,109.646,111.382,109.249,110.142,172990.38214982272,0
CDR,D,20230426,000000,110.34,111.928,109.646,111.085,222341.91701304572,0
CDR,D,20230427,000000,110.737,113.615,110.043,113.119,236812.79079497381,0
CDR,D,20230428,000000,113.218,114.309,112.226,112.424,279780.9762233662,0
CDR,D,20230502,000000,113.218,115.401,110.737,110.886,309397.9438884754,0
CDR,D,20230504,000000,111.035,112.374,110.638,111.134,263588.7950788409,0
CDR,D,20230505,000000,111.333,112.821,111.283,112.027,172222.4452585469,0
CDR,D,20230508,000000,112.573,113.119,110.34,110.936,188027.6345838466,0
CDR,D,20230509,000000,111.333,111.531,109.695,110.985,99914.43474391781,0
CDR,D,20230510,000000,111.63,112.871,110.489,112.126,230977.67977071283,0
CDR,D,20230511,000000,113.615,118.675,112.523,115.798,567714.9832215635,0
CDR,D,20230512,000000,116.095,118.328,113.962,113.962,343292.9851801801,0
CDR,D,20230515,000000,115.5,115.798,113.268,113.516,219499.94584060772,0
CDR,D,20230516,000000,113.516,113.615,110.34,110.34,436037.99335646536,0
CDR,D,20230517,000000,110.34,111.382,107.711,108.306,330823.5847133094,0
CDR,D,20230518,000000,109.15,111.035,107.711,108.653,170182.67587804532,0
CDR,D,20230519,000000,109.943,113.466,109.795,112.821,476247.85428167944,0
CDR,D,20230522,000000,113.119,117.385,112.176,117.137,471375.18384950294,0
CDR,D,20230523,000000,117.088,120.362,115.55,120.065,580692.3104511678,0
CDR,D,20230524,000000,119.271,119.271,113.466,113.466,542044.5258795987,0
CDR,D,20230525,000000,114.111,114.607,112.325,113.317,220318.27229167853,0
CDR,D,20230526,000000,114.905,117.981,114.061,117.981,382594.82623788837,0
CDR,D,20230529,000000,120.114,124.331,118.576,124.034,828506.149940586,0
CDR,D,20230530,000000,124.133,124.431,119.32,122.496,596902.6318372192,0
CDR,D,20230531,000000,121.553,121.553,118.923,120.263,575648.3155156883,0
CDR,D,20230601,000000,120.66,123.24,120.164,123.041,230085.78456234132,0
CDR,D,20230602,000000,124.034,128.697,122.843,127.457,478043.73819277325,0
CDR,D,20230605,000000,128.945,130.483,127.06,129.69,482751.13086882216,0
CDR,D,20230606,000000,129.392,132.468,127.606,131.575,727445.8566069299,0
CDR,D,20230607,000000,131.773,131.972,129.094,129.987,304320.6918435312,0
CDR,D,20230609,000000,130.98,131.376,127.507,128.35,537499.3875860897,0
CDR,D,20230612,000000,133,143.5,132.95,141.4,1584134,0
CDR,D,20230613,000000,142.75,143.1,138.6,140.3,440282,0
CDR,D,20230614,000000,140.45,160,140.3,159,1352766,0
CDR,D,20230615,000000,159.9,168.4,155.25,168.25,1428362,0
CDR,D,20230616,000000,168.25,173,159.8,170,1616168,0
CDR,D,20230619,000000,169,175.85,165,165.8,587152,0
CDR,D,20230620,000000,165.75,165.9,155.55,156.05,805024,0
CDR,D,20230621,000000,156,160.5,153.1,154.8,580036,0
CDR,D,20230622,000000,154.05,158.2,153.2,155.6,320138,0
CDR,D,20230623,000000,153.85,156.4,152,152,345374,0
CDR,D,20230626,000000,151.2,153.55,150.3,152.1,426203,0
CDR,D,20230627,000000,152.7,153,146.35,147.3,449026,0
CDR,D,20230628,000000,148,155.05,147.65,150.85,455125,0
CDR,D,20230629,000000,151.5,157.7,150.55,154.65,353347,0
CDR,D,20230630,000000,156.5,157.8,153.4,154.85,216562,0
CDR,D,20230703,000000,155,157.4,154.15,155,270689,0
CDR,D,20230704,000000,155,155.3,151.7,151.7,205865,0
CDR,D,20230705,000000,151.45,151.45,140.75,143.35,493622,0
CDR,D,20230706,000000,143,144.8,140.65,144.8,280648,0
CDR,D,20230707,000000,144.85,145.75,143.1,145,194668,0
CDR,D,20230710,000000,144.2,145.5,141.8,145.5,133594,0
CDR,D,20230711,000000,145.95,147.15,143.75,144.55,127768,0
CDR,D,20230712,000000,144.5,151.7,144.5,150.5,302756,0
CDR,D,20230713,000000,152.55,158.15,151.15,154.05,386534,0
CDR,D,20230714,000000,154,156.2,151.6,154.2,179123,0
CDR,D,20230717,000000,153.8,160.6,152.2,159.5,283203,0
CDR,D,20230718,000000,159.6,159.7,156.5,159.45,159922,0
CDR,D,20230719,000000,159.8,161,156.55,160,232119,0
CDR,D,20230720,000000,158.55,160.35,157.2,160.2,167285,0
CDR,D,20230721,000000,160,160.8,156.45,159.75,251656,0
CDR,D,20230724,000000,157.5,160,156.65,158.25,200447,0
CDR,D,20230725,000000,158.55,159,156.2,157.75,183936,0
CDR,D,20230726,000000,158,159.3,153.25,157.85,184105,0
CDR,D,20230727,000000,158,165.5,158,164.3,541173,0
CDR,D,20230728,000000,164,164.45,162.1,164.4,243327,0
CDR,D,20230731,000000,164.6,165.5,162.25,163.35,304425,0
CDR,D,20230801,000000,162.5,162.5,158.9,160.8,202070,0
CDR,D,20230802,000000,159.6,160.4,155.2,159.3,246522,0
CDR,D,20230803,000000,158,162.75,157.5,162.7,264370,0
CDR,D,20230804,000000,163.4,164.85,162.15,163.1,208629,0
CDR,D,20230807,000000,162.1,163,160.5,162.45,110863,0
CDR,D,20230808,000000,162.25,162.7,159.25,159.85,142971,0
CDR,D,20230809,000000,160.2,161.9,155.3,155.3,175248,0
CDR,D,20230810,000000,156.4,161,156.1,159.5,144452,0
CDR,D,20230811,000000,158.1,158.95,156.2,157.25,122062,0
CDR,D,20230814,000000,156.65,157.9,156.2,157.25,80213,0
CDR,D,20230816,000000,157,159.45,149.65,150.05,301650,0
CDR,D,20230817,000000,150,153.1,148.2,149.4,183961,0
CDR,D,20230818,000000,150,154.35,150,154,209938,0
CDR,D,20230821,000000,154.55,157.65,154,155.6,239465,0
CDR,D,20230822,000000,156.5,158.65,154.1,157.1,205533,0
CDR,D,20230823,000000,157.6,159.8,155.05,159.8,238256,0
CDR,D,20230824,000000,160.45,163.35,154.75,154.95,225661,0
CDR,D,20230825,000000,153.5,157.1,152.1,156.1,160789,0
CDR,D,20230828,000000,157.9,158,153.6,154.85,128854,0
CDR,D,20230829,000000,155,156.25,152.6,155.95,128467,0
CDR,D,20230830,000000,155.5,156.65,152.95,153.55,145445,0
CDR,D,20230831,000000,153.2,155.6,147.4,147.55,580779,0
CDR,D,20230901,000000,147.8,151.45,145,150.45,232537,0
CDR,D,20230904,000000,151,161.2,151,156.3,454896,0
CDR,D,20230905,000000,156.35,160,153.5,153.55,255934,0
CDR,D,20230906,000000,153.7,155.9,150.6,151,224520,0
CDR,D,20230907,000000,151,151.8,146.65,147.85,261125,0
CDR,D,20230908,000000,149.2,154.65,149.2,154.1,270852,0
CDR,D,20230911,000000,155.2,157.7,154.4,156.25,245177,0
CDR,D,20230912,000000,157.35,158.5,154.55,156.7,196776,0
CDR,D,20230913,000000,156.05,156.45,153.7,155.9,199607,0
CDR,D,20230914,000000,155.9,157.8,154.45,155.65,210628,0
CDR,D,20230915,000000,157.2,157.6,154.2,154.25,937817,0
CDR,D,20230918,000000,154.95,156.4,152.85,153.3,208026,0
CDR,D,20230919,000000,155.2,155.2,147.3,148.4,384652,0
CDR,D,20230920,000000,149.8,154.45,148.6,153,248489,0
CDR,D,20230921,000000,156.3,158.45,147.7,148.6,430891,0
CDR,D,20230922,000000,148.9,150.6,146.1,148.7,220422,0
CDR,D,20230925,000000,150.65,155.8,148.95,149.4,394342,0
CDR,D,20230926,000000,149,149.85,138.2,141.1,715132,0
CDR,D,20230927,000000,140,142,134.4,135,548711,0
CDR,D,20230928,000000,135,135,121.55,123.7,1150766,0
CDR,D,20230929,000000,124.2,127.3,123.1,125.2,529601,0
CDR,D,20231002,000000,126.3,126.55,120.45,120.8,366472,0
CDR,D,20231003,000000,120.45,130.65,120,129.1,719961,0
CDR,D,20231004,000000,128,130.75,125.45,126.55,449997,0
CDR,D,20231005,000000,126.65,128.5,118.2,118.75,613004,0
CDR,D,20231006,000000,118.55,118.65,106.25,107.6,1251997,0
CDR,D,20231009,000000,107.35,111.1,104.2,109.55,504617,0
CDR,D,20231010,000000,110.8,115.2,110.35,112.3,482899,0
CDR,D,20231011,000000,114,114,108.25,109.7,410227,0
CDR,D,20231012,000000,111,111.6,105.4,105.55,496068,0
CDR,D,20231013,000000,105.5,108.15,104.55,105.9,397778,0
CDR,D,20231016,000000,108,108.25,101.5,101.65,563294,0
CDR,D,20231017,000000,101.75,105.95,101.05,105.35,451954,0
CDR,D,20231018,000000,105.45,107.8,103.4,104.4,486756,0
CDR,D,20231019,000000,104.4,105.9,103.7,105.15,201897,0
CDR,D,20231020,000000,105,106.35,103.55,104.6,232999,0
CDR,D,20231023,000000,104.75,105.2,102.85,103.45,258683,0
CDR,D,20231024,000000,103.45,105.45,103.1,103.65,236356,0
CDR,D,20231025,000000,104.4,106.2,103.5,105.6,406034,0
CDR,D,20231026,000000,105.25,107.85,103.9,106.55,336988,0
CDR,D,20231027,000000,106.6,109,106.2,106.7,255269,0
CDR,D,20231030,000000,107.4,108.9,105,105,226759,0
CDR,D,20231031,000000,105.5,106.7,105,105,214824,0
CDR,D,20231102,000000,106.5,108.35,105.3,108.35,494546,0
CDR,D,20231103,000000,109,110.6,106.95,110,339613,0
CDR,D,20231106,000000,110.9,111.85,108.8,109.6,243416,0
CDR,D,20231107,000000,109.5,110,106.8,109.5,210184,0
CDR,D,20231108,000000,109,110.5,107.6,108.25,125942,0
CDR,D,20231109,000000,108.25,111,106.8,110,190796,0
CDR,D,20231110,000000,110,110,108.2,109.2,204035,0
CDR,D,20231113,000000,109.5,110.1,107.4,107.7,194102,0
CDR,D,20231114,000000,107.05,114.35,103.3,114.1,555080,0
CDR,D,20231115,000000,114.3,116.45,111.6,114,424386,0
CDR,D,20231116,000000,114.2,114.95,111.5,112.6,309444,0
CDR,D,20231117,000000,112.6,113.65,112,113.15,164063,0
CDR,D,20231120,000000,113.85,117.95,113.5,113.85,342438,0
CDR,D,20231121,000000,114.65,115.7,113.15,113.2,186647,0
CDR,D,20231122,000000,113,114.95,111.6,113.85,211039,0
CDR,D,20231123,000000,113.85,114,110.4,110.4,221118,0
CDR,D,20231124,000000,110.5,112.4,109.45,111.95,132684,0
CDR,D,20231127,000000,112.4,114.15,109.6,109.6,199037,0
CDR,D,20231128,000000,109.45,109.6,106.85,107.95,384126,0
CDR,D,20231129,000000,115,115.65,104.15,104.2,1146698,0
CDR,D,20231130,000000,105,110,104.85,108.85,693059,0
CDR,D,20231201,000000,107.3,111.45,106.65,111,414055,0
CDR,D,20231204,000000,110.45,111,106.05,106.7,668543,0
CDR,D,20231205,000000,106.75,109.1,106.4,107.75,486950,0
CDR,D,20231206,000000,107.85,109.9,107.75,108.5,238782,0
CDR,D,20231207,000000,108.5,109.5,107.65,108.25,261477,0
CDR,D,20231208,000000,108.25,112.2,108.25,112.15,381749,0
CDR,D,20231211,000000,112.15,114.75,111.65,113.85,415342,0
CDR,D,20231212,000000,114.35,114.6,112.35,113.3,173024,0
CDR,D,20231213,000000,113.3,113.7,112.4,112.85,230773,0
CDR,D,20231214,000000,113.95,114.8,113.1,114,281546,0
CDR,D,20231215,000000,114.1,115.45,113.05,114.4,755118,0
CDR,D,20231218,000000,114.4,115.35,112.3,115.3,450394,0
CDR,D,20231219,000000,115.3,118.8,114.5,116.5,424431,0
CDR,D,20231220,000000,117,118.75,116,116,260047,0
CDR,D,20231221,000000,115.25,117.1,114.4,116,320409,0
CDR,D,20231222,000000,116,116.8,114.7,116.5,303527,0
CDR,D,20231227,000000,116.5,116.9,114.6,115,357764,0
CDR,D,20231228,000000,115.75,117.55,115.2,115.7,268861,0
CDR,D,20231229,000000,115.7,116.4,114.9,115,164252,0
CDR,D,20240102,000000,115.05,115.85,109.95,111.9,399398,0
CDR,D,20240103,000000,111.85,112,108.4,111.65,390528,0
CDR,D,20240104,000000,111.65,112.5,110,112.25,211875,0
CDR,D,20240105,000000,112.05,112.05,107.65,111.1,509914,0
CDR,D,20240108,000000,110.8,111,109.25,110.25,133249,0
CDR,D,20240109,000000,110.25,111.5,109.65,111.45,225119,0
CDR,D,20240110,000000,111.35,113.15,110.45,111.2,199370,0
CDR,D,20240111,000000,111.2,111.8,107.6,107.6,385541,0
CDR,D,20240112,000000,108,109.85,107.15,108,230382,0
CDR,D,20240115,000000,107.95,108,105.5,106.65,259067,0
CDR,D,20240116,000000,106.6,106.95,104.85,105,315846,0
CDR,D,20240117,000000,104.9,105.1,100,100,651055,0
CDR,D,20240118,000000,100.8,102,97.1,99.9,594224,0
CDR,D,20240119,000000,100.5,101.45,97.76,99.2,506057,0
CDR,D,20240122,000000,100.05,101.55,99.64,101.55,248633,0
CDR,D,20240123,000000,103.8,108.6,100.8,103.75,466631,0
CDR,D,20240124,000000,104.2,105.65,104.05,105.5,304587,0
CDR,D,20240125,000000,105.5,107,102.65,106.35,478910,0
CDR,D,20240126,000000,106.35,106.6,103.65,105.15,232329,0
CDR,D,20240129,000000,105.35,105.65,103.75,105,185957,0
CDR,D,20240130,000000,105,106.05,103.7,103.8,316217,0
CDR,D,20240131,000000,103.95,105.2,102.55,104.75,274878,0
CDR,D,20240201,000000,103.65,105.6,103.65,104.8,202703,0
CDR,D,20240202,000000,105.05,106.55,103.7,104.2,225095,0
CDR,D,20240205,000000,104.45,109.7,104.45,108.95,491632,0
CDR,D,20240206,000000,109.45,109.45,107.1,108.35,240257,0
CDR,D,20240207,000000,108.35,109.35,107.35,108.3,278601,0
CDR,D,20240208,000000,109,111.15,108,110,493498,0
CDR,D,20240209,000000,109,111.45,109,111.2,212739,0
CDR,D,20240212,000000,111.1,114.3,111,113.35,304140,0
CDR,D,20240213,000000,113.2,113.3,108.75,109.3,320700,0
CDR,D,20240214,000000,109.25,110.8,108.95,110.3,203121,0
CDR,D,20240215,000000,110.3,115.05,109,113.75,524823,0
CDR,D,20240216,000000,113.75,115,112.8,114.5,334885,0
CDR,D,20240219,000000,113.3,115.3,112.5,114.1,329348,0
CDR,D,20240220,000000,113.5,114.85,110.65,114.75,468422,0
CDR,D,20240221,000000,115,116.35,113.4,113.5,494349,0
CDR,D,20240222,000000,114.2,115.55,114.2,115.45,264746,0
CDR,D,20240223,000000,115.45,116.25,114.1,114.85,222237,0
CDR,D,20240226,000000,114.8,115,112.65,113.9,160782,0
CDR,D,20240227,000000,113.9,115.75,113.1,115.3,211441,0
